objID,redshift,g_minus_r,stellar_mass_ratio,r_mag,label
1237670955715526812,0.05003146,0.6277161,16322784725.717096,19.935474228094154,3
1237665443127820439,0.05003448,0.579525,22147710611.883217,20.398974788162665,3
1237661435382071315,0.05003725,0.7273064,32295604716.98921,20.403220750186524,3
1237655130372243645,0.05003808,0.6911621,21959054312.3932,20.083522022937295,3
1237654668666208492,0.05003859,0.6887589,10242295301.939907,19.26207194947812,3
1237662236397994094,0.05003874,0.2471523,1279801816.7841084,18.215041623125757,3
1237658191606710385,0.05003881,0.7678661,40573900302.87516,20.539744115078527,3
1237658205051420845,0.05004001,0.5244713,7677370380.215385,19.3996686918206,3
1237666301630283962,0.05004038,0.7708969,19425069982.41485,19.731721732005333,3
1237654028718571609,0.05004276,0.8084164,62360904526.34317,20.89519903768644,3
1237662641731797393,0.05004288,0.4706707,6702760872.022472,19.39981991965495,3
1237661971189137557,0.05004293,0.8696404,144211268237.54956,21.637509193455625,3
1237650762387095740,0.0500465,0.5699139,15984526966.503538,20.07126060082291,3
1237661137956634691,0.05004937,0.1630878,3410030046.662384,19.509627222727715,3
1237665011478626543,0.05004971,0.8344879,81535135198.25038,21.114778923416875,3
1237662642269192640,0.05005011,0.8657942,111765621630.03368,21.371330001414147,3
1237665429187068523,0.0500505,0.9265604,117844750791.71625,21.262183708823656,3
1237664853107015823,0.05005887,0.4632187,4664129979.920007,19.02654932733293,3
1237655502963343722,0.05006719,0.3635178,5522066373.47441,19.483306489539007,3
1237662223534391386,0.05006962,0.7934217,61708903207.63844,20.924910556463672,3
1237653616936222841,0.05007458,0.854167,65578395393.02574,20.82434896728883,3
1237653616399745152,0.05007601,0.9398241,101102242522.3402,21.05943437742475,3
1237658800963715263,0.05007773,0.7363396,38884397972.022606,20.580027095439213,3
1237655129309577749,0.05007997,0.7130947,22856268684.28006,20.066851117010827,3
1237665440439074899,0.05008189,0.7450686,81853723394.5872,21.36424546339171,3
1237678807456088294,0.05008552,0.8113518,37903441025.68386,20.346564285361467,3
1237664878879768790,0.05008919,0.8277798,47927262994.027626,20.556270469074036,3
1237662528994934988,0.05008943,0.1176376,3198990944.366369,19.564911408736307,3
1237678596462936735,0.05009042,-0.116745,33178944.587184586,15.247329580309469,3
1237661358074363926,0.05009262,0.4113703,20553188452.973377,20.779014963050166,3
1237678601839182031,0.05009377,-0.4675007,6469193.687985026,14.434246055084547,3
1237667430107250798,0.05009505,0.5797272,7577290426.360247,19.233882987587613,3
1237657610726736052,0.05009557,0.7620316,26038694718.29892,20.07417636173576,3
1237657776619847832,0.05009853,0.5349674,7026408510.435475,19.274685394912318,3
1237661873480597649,0.05010018,0.5668774,11797155838.575022,19.74978202154129,3
1237662224073228480,0.05010312,0.4334545,5503498911.917441,19.287848246120994,3
1237658492277096689,0.05010716,0.8105259,20450358685.388126,19.678885043350295,3
1237667113333162285,0.05011092,0.4360847,6788546234.264423,19.50847966066584,3
